Rk,player,win_pct,ts_pct,ws,mp_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,pts_per_g
274,Skal Labissière\labissk01,0.446,0.588,1.4,17.2,5.1,1.3,0.2,0.9,5.8
275,Jeremy Lamb\lambje01,0.582,0.556,2.6,28.7,4.4,2.1,1.2,0.5,12.9
276,Romeo Langford\langfro01,0.704,0.586,0.4,10.2,1,0.2,0.3,0.3,3
277,Zach LaVine\lavinza01,0.345,0.573,4.2,34.5,4.8,4.1,1.4,0.5,25.3
278,Vic Law\lawvi01,0.436,0,-0.1,1.3,0,0,0,0,0
279,Jake Layman\laymaja01,0.302,0.539,0.2,26.4,2.9,0.8,0.9,0.7,10.5
280,T.J. Leaf\leaftj01,0.582,0.476,0.3,8.2,2.7,0.3,0.3,0.1,3
281,Jalen Lecque\lecquja01,0.4,0.46,0,6.5,0,0.5,0,0,2.5
282,Courtney Lee\leeco01,0.6,0.731,0.4,10.1,0.6,0.4,0.3,0.2,4.1
283,Damion Lee\leeda03,0.218,0.542,1.3,27.9,4.9,2.5,1,0.1,12
284,Alex Len\lenal01,0.268,0.59,1.8,18.6,5.8,1.1,0.5,0.8,8.7
285,Kawhi Leonard\leonaka01,0.673,0.579,5.9,32.5,7.5,5.3,1.8,0.7,27.2
286,Meyers Leonard\leoname01,0.648,0.64,2.2,20.1,5.1,1.1,0.3,0.3,6.1
287,Caris LeVert\leverca01,0.472,0.491,0.1,27.3,3.6,3.6,0.9,0.2,15.3
288,Damian Lillard\lillada01,0.446,0.621,9.3,37,4.4,7.9,1,0.3,29.5
289,Nassir Little\littlna01,0.446,0.513,0.6,12.7,2.5,0.5,0.3,0.4,3.8
290,Kevon Looney\looneke01,0.218,0.391,0,11.7,3.1,0.7,0.5,0.3,2.9
291,Brook Lopez\lopezbr01,0.852,0.537,4,26.8,4.5,1.6,0.7,2.6,10.6
292,Robin Lopez\lopezro01,0.852,0.551,1.4,13.7,2.6,0.7,0.1,0.7,5.2
293,Kevin Love\loveke01,0.259,0.602,3,31.3,9.8,3,0.6,0.3,17.7
294,Kyle Lowry\lowryky01,0.727,0.587,5.6,36.5,4.7,7.6,1.2,0.4,19.6
295,Timothé Luwawu-Cabarrot\luwawti01,0.472,0.567,0.6,15.1,2.1,0.5,0.5,0.1,5.2
296,Trey Lyles\lylestr01,0.426,0.535,1.5,18.4,5.6,1,0.3,0.4,5.4
297,Daryl Macon\maconda01,0.648,0.5,0,3.5,0,0.3,0,0,0.8
298,J.P. Macura\macurjp01,0.259,0,0,1,0,0,0,0,0
299,Josh Magette\magetjo01,0.436,0.378,-0.1,4.8,0.8,0.6,0.4,0.1,1.5
300,Ian Mahinmi\mahinia01,0.377,0.554,1.2,22,6.1,1.3,0.7,1.3,7.9
301,Thon Maker\makerth01,0.333,0.611,1.5,12.7,2.7,0.6,0.4,0.6,4.7
302,Terance Mann\mannte01,0.673,0.472,0.3,7.9,1,1.1,0.2,0.1,1.6
303,Boban Marjanović\marjabo01,0.6,0.59,0.9,9.1,4,0.4,0.1,0.2,5.8
304,Lauri Markkanen\markkla01,0.345,0.56,2.5,30.3,6.5,1.5,0.8,0.5,15
305,Caleb Martin\martica02,0.333,0.392,-0.1,12.4,1.6,0.6,0.4,0.3,2.8
306,Cody Martin\martico01,0.333,0.516,0.7,16,2.8,1.4,0.7,0.2,4.5
307,Jeremiah Martin\martije02,0.472,0.25,0,5.5,0.5,0.5,0.5,0,1
308,Kelan Martin\martike03,0.302,0.477,0,16.8,3.3,0.5,0.3,0.3,5.9
309,Frank Mason\masonfr01,0.852,0.285,0,4.5,0.5,1.3,0.3,0,1.3
310,Garrison Mathews\mathega01,0.377,0.726,0.6,12.6,1.4,0.6,0.2,0.1,5.8
311,Wesley Matthews\matthwe02,0.852,0.558,2.5,24.6,2.5,1.4,0.6,0.2,7.5
312,Patrick McCaw\mccawpa01,0.727,0.531,1.3,24.1,2.2,2.3,1.1,0.1,4.9
313,CJ McCollum\mccolcj01,0.446,0.534,2.4,35.7,3.9,3.8,0.7,0.6,21.3
314,T.J. McConnell\mccontj01,0.582,0.549,2.7,19.2,2.7,5.2,0.7,0.2,6.8
315,Jalen McDaniels\mcdanja01,0.333,0.779,0.3,13,2.4,0.2,0.6,0,5.4
316,Doug McDermott\mcderdo01,0.582,0.618,2.6,20.6,2.6,1.1,0.1,0.1,10.4
317,JaVale McGee\mcgeeja01,0.774,0.658,3.9,16.8,5.8,0.6,0.5,1.6,7.1
318,Rodney McGruder\mcgruro01,0.673,0.46,0.7,16.4,2.8,0.7,0.5,0.2,3.4
319,Alfonzo McKinnie\mckinal01,0.259,0.479,0,14.4,2.8,0.4,0.6,0.2,4.3
320,Jordan McLaughlin\mclaujo01,0.302,0.545,0.9,19.1,1.7,3.8,1,0.1,6.7
321,Ben McLemore\mclembe01,0.63,0.609,2.5,23.6,2.2,0.9,0.6,0.2,10.2
322,Jordan McRae\mcraejo01,0.727,0.526,0.8,21.9,3.5,2.8,0.6,0.5,12.2
323,Nicolò Melli\mellini01,0.418,0.592,1.3,15.8,2.8,1.1,0.6,0.3,6.1
324,De'Anthony Melton\meltode01,0.518,0.534,1.5,18.4,3.6,3,1.3,0.3,8
325,Chimezie Metu\metuch01,0.426,0.584,0.2,4.3,1.5,0.3,0.1,0.3,2.5
326,Khris Middleton\middlkh01,0.852,0.624,6.5,29.6,6.1,4.3,1,0.1,20.4
327,Eric Mika\mikaer01,0.389,0.773,0.1,19,7,0,0,0,6
328,C.J. Miles\milescj01,0.377,0.472,0.1,16.1,1.2,1.2,1,0.4,6.4
329,Malcolm Miller\millema01,0.727,0.423,0.1,5.3,0.6,0.4,0.2,0.1,0.9
330,Patty Mills\millspa02,0.426,0.592,2.3,23.1,1.6,1.9,0.8,0.1,11.7
331,Paul Millsap\millspa01,0.691,0.594,3,24.4,5.9,1.6,0.9,0.7,12.1
332,Shake Milton\miltosh01,0.618,0.551,0.4,14.9,2,1.5,0.4,0,6.3
333,Donovan Mitchell\mitchdo01,0.667,0.561,4.7,34.4,4.3,4.3,1.1,0.2,24.3
334,Naz Mitrou-Long\mitrona01,0.582,0.438,0,14.3,2,2.3,0.3,0.3,4.7
335,Adam Mokoka\mokokad01,0.345,0.472,0,3.7,0.7,0,0.2,0,2.5
336,Malik Monk\monkma01,0.333,0.532,0.6,20.9,2.8,2,0.5,0.3,9.9
337,Matt Mooney\moonema01,0.259,0.5,0,2.5,0.5,0.5,0,0.5,1
338,E'Twaun Moore\mooreet01,0.418,0.511,0.7,20,2.6,1.5,0.5,0.2,9.5
339,Ja Morant\moranja01,0.518,0.568,2.8,29.9,3.5,7.1,1,0.3,17.6
340,Juwan Morgan\morgaju01,0.667,0.577,0.1,4.1,1.1,0.1,0,0.1,1.2
341,Marcus Morris\morrima03,0.727,0.579,3.1,32.3,5.4,1.4,0.8,0.4,19
342,Markieff Morris\morrima02,0.333,0.573,1.1,22.5,3.9,1.6,0.6,0.3,11
343,Monte Morris\morrimo01,0.691,0.538,3.1,21.1,1.8,3.6,0.7,0.2,8.5
344,Johnathan Motley\motlejo01,0.673,0.774,0.3,3.2,0.8,0.6,0.2,0,2.2
345,Emmanuel Mudiay\mudiaem01,0.667,0.543,1.1,16.1,2.4,2.3,0.4,0.2,7.3
346,Dejounte Murray\murrade01,0.426,0.548,2.4,24.6,5.8,4,1.6,0.3,10.4
347,Jamal Murray\murraja01,0.691,0.557,3.6,32.3,3.9,4.8,1.2,0.3,18.9
348,Džanan Musa\musadz01,0.472,0.467,0.1,11.5,2,0.9,0.4,0,4.2
349,Mike Muscala\muscami01,0.6,0.562,1,12.5,2.4,0.8,0.2,0.3,4.8
350,Sviatoslav Mykhailiuk\mykhasv01,0.333,0.609,1.7,22.1,1.7,1.6,0.6,0.1,8.9
351,Abdel Nader\naderab01,0.6,0.58,0.7,15.1,1.6,0.6,0.4,0.3,5.7
352,Larry Nance\nancela02,0.259,0.609,2.9,25.1,7.3,2,0.8,0.5,9.5
353,Shabazz Napier\napiesh01,0.727,0.548,1.5,23.4,3,5.1,1.1,0.2,9.7
354,Raul Neto\ne0.727a01,0.618,0.534,0.6,10.9,1.1,1.5,0.5,0.1,3.9
355,Malik Newman\newmama01,0.259,0.347,0,4,0,0,0,0,2
356,Georges Niang\niangge01,0.667,0.617,1.6,13.6,1.8,0.7,0.3,0.1,5.9
357,Nerlens Noel\noelne01,0.6,0.708,4.2,18.7,5.2,1.1,1,1.5,7.8
358,Zach Norvell\norveza01,0.727,0.402,-0.1,8.2,1.2,0.6,0.4,0,2
359,Jaylen Nowell\nowelja01,0.302,0.461,0,11.3,1,1.2,0,0.1,4.4
360,Frank Ntilikina\ntilila01,0.309,0.479,0.5,20.6,2.2,3,0.9,0.3,5.8
361,Kendrick Nunn\nunnke01,0.648,0.529,1.6,30,2.7,3.5,0.9,0.2,15.3
362,David Nwaba\nwabada01,0.472,0.627,0.8,13.4,2.3,0.4,0.6,0.6,5.2
363,Royce O'Neale\onealro01,0.667,0.592,3.4,29.2,5.2,2.5,0.7,0.4,5.9
364,Kyle O'Quinn\oquinky01,0.618,0.552,0.7,10,3.7,1.5,0.2,0.8,3.5
365,Semi Ojeleye\ojelese01,0.704,0.547,1.4,14.9,1.9,0.5,0.4,0.1,3
366,Jahlil Okafor\okafoja01,0.418,0.631,1.1,15.6,4.3,1.3,0.3,0.7,7.9
367,Elie Okobo\okoboel01,0.4,0.517,0.9,13.5,1.6,2.2,0.5,0.1,4.2
368,Josh Okogie\okogijo01,0.302,0.538,1.7,24.4,4.4,1.6,1.1,0.4,8.6
369,KZ Okpala\okpalkz01,0.648,0.595,0.1,5.2,1,0.2,0.4,0.2,1.4
370,Vic0.727 Oladipo\oladivi01,0.582,0.426,-0.2,25,2,2.9,0.6,0.1,11.1
371,Kelly Olynyk\olynyke01,0.648,0.609,2.4,19.5,4.6,1.5,0.6,0.3,7.5
372,Miye Oni\onimi01,0.667,0,0,2.7,0.3,0,0,0,0
373,Cedi Osman\osmande01,0.259,0.553,1.2,28.9,3.4,2.3,0.8,0.3,10.8
374,Kelly Oubre\oubreke01,0.4,0.566,3.7,34.4,6.6,1.5,1.2,0.7,18.9
375,Tariq Owens\owensta01,0.4,0.34,0,5,1,0,0.3,0,1.3
376,Jeremy Pargo\pargoje01,0.218,0.557,0,14.7,1,2.7,0.3,0,8.3
377,Jabari Parker\parkeja01,0.268,0.565,1.2,26.2,6,1.8,1.3,0.5,15
378,Chandler Parsons\parsoch01,0.268,0.389,-0.1,10.8,1.4,0.6,0.8,0.2,2.8
379,Eric Paschall\pascher01,0.218,0.554,1.4,26.7,4.7,1.7,0.6,0.2,13.2
380,Anžejs Pasečņiks\pasecan01,0.377,0.56,0.5,18.5,4.7,0.9,0.4,0.5,7
381,Patrick Patterson\pattepa01,0.673,0.567,1.4,12.8,2.6,0.6,0.1,0.1,4.9
382,Justin Patton\pattoju01,0.6,0.45,0,4.8,1,0.4,0,0,1.8
383,Chris Paul\paulch01,0.6,0.607,7.1,31.8,5,6.7,1.6,0.1,17.4
384,Elfrid Payton\paytoel01,0.309,0.46,1.3,27.4,4.7,6.9,1.7,0.4,9.7
385,Gary Payton\paytoga02,0.377,0.471,0.4,17.7,3.2,2,1.4,0.3,4.5
386,Norvel Pelle\pelleno01,0.618,0.583,0.4,10.3,3.4,0.4,0.1,1.4,2.5
387,Theo Pinson\pinsoth01,0.472,0.376,-0.6,12.2,1.7,1.9,0.5,0.1,4.2
388,Mason Plumlee\plumlma01,0.691,0.609,2.5,17.4,5.6,2.4,0.5,0.6,7.4
389,Vincent Poirier\poirivi01,0.704,0.529,0.3,6,1.8,0.4,0.1,0.3,1.9
390,Jakob Pöltl\poeltja01,0.426,0.619,3.2,17.1,5.5,1.8,0.5,1.5,5.4
391,Shamorie Ponds\pondssh01,0.727,0.765,0.1,2.8,0.3,0.5,0,0.3,2.3
392,Jordan Poole\poolejo01,0.218,0.42,-1.3,21.5,2,2,0.6,0.2,7.8
393,Kevin Porter\porteke02,0.259,0.547,0.2,22.7,3.2,2,0.9,0.2,9.8
394,Michael Porter\portemi01,0.691,0.609,1.9,14.3,4.4,0.7,0.4,0.5,8
395,Otto Porter\porteot01,0.345,0.544,0.5,25.1,3.4,1.6,1,0.3,11.2
396,Bobby Portis\portibo01,0.309,0.513,1.4,20.8,5.3,1.6,0.5,0.2,9.4
397,Kristaps Porziņģis\porzikr01,0.6,0.537,3.1,30.5,9.1,1.5,0.7,1.9,18.4
398,Dwight Powell\poweldw01,0.6,0.677,3.7,26.5,5.7,1.5,0.9,0.6,9.4
399,Norman Powell\powelno01,0.727,0.623,3.3,28.2,3.9,1.7,1.3,0.4,15.3
400,Julius Randle\randlju01,0.309,0.529,1.9,32.8,9.6,3.2,0.8,0.3,19.3
401,Josh Reaves\reavejo02,0.6,0,0,0.5,0,0,0,0,0
402,Cam Reddish\reddica01,0.268,0.467,-0.9,26,3.7,1.5,1,0.5,9.3
403,J.J. Redick\redicjj01,0.418,0.645,3.6,27.2,2.6,2,0.4,0.2,15.7
404,Naz Reid\reidna01,0.302,0.533,0.4,11.4,2.7,0.7,0.3,0.5,7.4
405,Josh Richardson\richajo01,0.618,0.538,1.9,30.8,3.2,3.2,0.9,0.6,14.6
406,Austin Rivers\riverau01,0.63,0.526,1.7,23.6,2.4,1.5,0.7,0.2,8.5
407,Duncan Robinson\robindu01,0.648,0.665,4,29.1,3.2,1.4,0.5,0.2,12.6
408,Glenn Robinson\robingl02,0.727,0.576,2.3,30.8,4.6,1.7,0.9,0.3,12.7
409,Jerome Robinson\robinje01,0.727,0.424,-0.1,11.8,1.6,1.1,0.3,0.2,3
410,Justin Robinson\robinju01,0.377,0.542,0,5.4,0.6,0.8,0,0.1,1.4
411,Mitchell Robinson\robinmi01,0.309,0.719,5.3,22.6,6.7,0.5,0.9,1.8,9.2
412,Isaiah Roby\robyis01,0.6,0,0,2,0,0,0,0,0
413,Rajon Rondo\rondora01,0.774,0.513,1.4,21,3.3,5.3,0.8,0.1,7.8
414,Derrick Rose\rosede01,0.333,0.556,2.6,26.2,2.5,5.8,0.8,0.3,18.2
415,Terrence Ross\rosste01,0.436,0.521,1.7,26.8,3,1.1,1.1,0.4,13.4
416,Terry Rozier\roziete01,0.333,0.546,2.2,34.2,4.5,4.1,1,0.2,17.8
417,Ricky Rubio\rubiori01,0.4,0.507,2.6,31.3,4.4,8.6,1.4,0.2,12.3
418,D'Angelo Russell\russeda01,0.727,0.561,1.6,32.2,3.7,6.3,1,0.3,23.6
419,Domantas Sabonis\sabondo01,0.582,0.587,6.2,34.6,12.5,4.8,0.7,0.5,18.3
420,JaKarr Sampson\sampsja02,0.582,0.599,0.5,13.8,2.4,0.2,0.3,0.4,4.2
421,Dario Šarić\saricda01,0.4,0.549,2,24.8,6,1.9,0.6,0.3,9.6
422,Tomáš Sa0.727anský\sa0.727to01,0.345,0.554,3.5,28.6,3.7,5.3,1.3,0.1,10.3
423,Admiral Schofield\schofad01,0.377,0.514,0.1,11.2,1.3,0.5,0.3,0.1,3.2
424,Dennis Schröder\schrode01,0.6,0.576,3.1,31.2,3.8,4,0.6,0.2,19.3
425,Mike Scott\scottmi01,0.618,0.528,1.7,17.2,3.4,0.6,0.3,0.1,5.5
426,Thabo Sefolosha\sefolth01,0.63,0.513,0.7,10.8,2.4,0.6,0.5,0.3,2.4
427,Collin Sexton\sextoco01,0.259,0.544,1.7,32.2,3.2,2.7,1,0.1,19.8
428,Landry Shamet\shamela01,0.673,0.621,2.5,29.2,2.1,1.8,0.4,0.2,10.6
429,Marial Shayok\shayoma01,0.618,0.3,0,5,1.5,0.5,0,0,1.5
430,Iman Shumpert\shumpim01,0.472,0.403,0,18.5,2.6,0.9,0.9,0.2,4.2
431,Pascal Siakam\siakapa01,0.727,0.553,4.1,35,7.5,3.5,1,0.9,23.5
432,Chris Silva\silvach01,0.648,0.666,1.1,7.8,2.8,0.5,0.2,0.5,3.1
433,Ben Simmons\simmobe01,0.618,0.607,7.2,36.3,7.9,8.3,2.2,0.6,16.9
434,Anfernee Simons\simonan01,0.446,0.517,0.5,22.2,2.5,1.5,0.3,0.2,9.1
435,Alen Smailagić\smailal01,0.218,0.638,0.3,9.8,2,0.8,0.2,0.3,4.7
436,Marcus Smart\smartma01,0.704,0.525,3.4,31.6,3.6,4.7,1.6,0.5,12.5
437,Dennis Smith\smithde03,0.309,0.397,-0.8,15.5,2.3,2.8,0.6,0.3,5.2
438,Ish Smith\smithis01,0.377,0.517,1.6,26.4,3.2,4.7,0.8,0.4,10.8
439,Zhaire Smith\smithzh01,0.618,0.313,-0.1,4.6,0.3,0.3,0.4,0,1.1
440,Tony Snell\snellto01,0.333,0.606,2.2,27.5,1.8,1.9,0.5,0.2,8.1
441,Omari Spellman\spellom01,0.218,0.551,1.3,18.1,4.5,1,0.7,0.5,7.6
442,Max Strus\strusma01,0.345,0.727,0,3,0.5,0,0,0,2.5
443,Edmond Sumner\sumneed01,0.582,0.502,0.3,13.4,1.5,1.4,0.7,0.3,4.3
444,Caleb Swanigan\swanica01,0.727,0.495,-0.1,11.1,3.8,0.9,0.1,0.3,2.2
445,Jayson Tatum\tatumja01,0.704,0.554,4.9,34.1,6.9,2.9,1.4,0.9,22.4
446,Jeff Teague\teaguje01,0.727,0.556,2.4,26.1,2.5,5.7,0.8,0.3,11.3
447,Garrett Temple\templga01,0.472,0.505,1.7,28.2,3.3,2.5,0.8,0.4,10.2
448,Daniel Theis\theisda01,0.704,0.605,4.4,22.9,6.2,1.6,0.7,1.4,8.3
449,Isaiah Thomas\thomais02,0.377,0.531,0,23.1,1.7,3.7,0.3,0.2,12.2
450,Khyri Thomas\thomakh01,0.333,0.568,0,3,0,0,0,0,0.5
451,Matt Thomas\thomama02,0.727,0.656,0.7,10.4,1.4,0.5,0.3,0,4.5
452,Tristan Thompson\thomptr01,0.259,0.543,2.7,30.6,10.3,2.1,0.6,0.9,12.1
453,Matisse Thybulle\thybuma01,0.618,0.544,1.8,20.3,1.6,1.2,1.4,0.9,4.9
454,Anthony Tolliver\tollian01,0.727,0.482,0.2,15.1,2.9,0.8,0.3,0.2,3.3
455,Juan Toscano-Anderson\toscaju01,0.218,0.6,0,15.7,2.3,1,1,0,4
456,Karl-Anthony Towns\townska01,0.302,0.642,5.3,33.9,10.8,4.4,0.9,1.2,26.5
457,Gary Trent\trentga02,0.446,0.574,1.4,17.8,1.5,0.9,0.7,0.2,6.8
458,Allonzo Trier\trieral01,0.309,0.587,0.3,12.3,1.3,1.2,0.1,0.2,6
459,P.J. Tucker\tuckepj01,0.63,0.58,3.4,34.9,7,1.6,1.2,0.4,7.4
460,Rayjon Tucker\tuckera01,0.667,0.448,0,6.2,0.9,0.2,0.1,0,1.6
461,Evan Turner\turneev01,0.268,0.424,-0.3,13.2,2,2,0.5,0.4,3.3
462,Myles Turner\turnemy01,0.582,0.568,2.9,29.1,6.1,1.2,0.7,1.9,11.9
463,Jonas Valančiūnas\valanjo01,0.518,0.631,4.8,26,10.5,1.9,0.4,1.2,14.9
464,Denzel Valentine\valende01,0.345,0.52,0.4,12.2,1.9,1.1,0.7,0.2,5.8
465,Jarred Vanderbilt\vandeja01,0.727,0.676,0,4.2,0.8,0.2,0.3,0.1,1.1
466,Fred VanVleet\vanvlfr01,0.727,0.551,4.8,36,3.7,6.8,1.9,0.3,18
467,Gabe Vincent\vincega01,0.648,0.316,-0.1,10.3,0.8,0.8,0.3,0,3
468,Noah Vonleh\vonleno01,0.727,0.614,1,12,4,0.9,0.4,0.2,4.1
469,Nikola Vučević\vucevni01,0.436,0.533,4.4,32.2,10.8,3.7,0.9,0.9,19
470,Dean Wade\wadede01,0.259,0.766,0.1,5.4,1.6,0.1,0.2,0.3,1.6
471,Moritz Wagner\wagnemo01,0.377,0.678,1.3,20.3,5.7,1.3,0.7,0.6,11.3
472,Dion Waiters\waitedi01,0.648,0.53,0,14,3.7,1,0,0.7,9.3
473,Kemba Walker\walkeke02,0.704,0.579,5.5,32.2,4.1,5,1,0.5,21.8
474,Lonnie Walker\walkelo01,0.426,0.517,0.4,13.8,2,0.7,0.5,0.2,5.7
475,Tyrone Wallace\wallaty01,0.268,0.389,-0.2,11.4,1.6,0.9,0.5,0.1,2.9
476,Taurean Waller-Prince\princta02,0.472,0.504,1,29.7,6.2,2,0.9,0.4,12.4
477,Derrick Walton\waltode01,0.673,0.626,0.5,9.7,0.7,1,0.2,0,2.2
478,Brad Wanamaker\wanambr01,0.704,0.557,2.3,18.8,2,2.7,0.7,0.2,6.6
479,T.J. Warren\warretj01,0.582,0.6,4.6,32.3,3.7,1.4,1.2,0.5,18.5
480,PJ Washington\washipj01,0.333,0.55,1.6,30.1,5.5,2,0.9,0.8,11.7
481,Yuta Watanabe\watanyu01,0.518,0.508,0,5.4,0.9,0.1,0.1,0.1,1.8
482,Tremont Waters\watertr01,0.704,0.457,0,8.1,0.8,1.1,0.6,0.2,3.1
483,Paul Watson\watsopa01,0.727,0.063,-0.1,5.5,0.8,1,0.3,0,0.3
484,Quinndary Weatherspoon\weathqu01,0.426,0,0,4,0,0,0,0,0
485,Russell Westbrook\westbru01,0.63,0.531,3.6,36,8,7.2,1.6,0.4,27.2
486,Coby White\whiteco01,0.345,0.477,0.1,24.3,3.5,2.4,0.7,0.1,11.1
487,Derrick White\whitede01,0.426,0.579,2.7,23.8,3.1,3.4,0.6,0.8,10.2
488,Hassan Whiteside\whiteha01,0.446,0.64,6.7,30.8,14.1,1.2,0.4,3,15.7
489,Andrew Wiggins\wiggian01,0.727,0.543,2.1,34.5,5,3.7,0.8,0.9,22.5
490,Grant Williams\willigr01,0.704,0.528,1.4,15.6,2.7,1.1,0.4,0.6,3.8
491,Johnathan Williams\willijo04,0.377,0.643,0.3,12.3,3.9,0.5,0.1,0.5,3.2
492,Kenrich Williams\willike04,0.418,0.43,0.8,22.3,5.1,1.5,0.7,0.6,3.8
493,Lou Williams\willilo02,0.673,0.542,3.4,30,3.1,5.9,0.6,0.2,19.5
494,Marvin Williams\willima02,0.727,0.599,1.5,19.7,2.7,1,0.6,0.5,6.8
495,Robert Williams\williro04,0.704,0.671,1.1,14.2,4.6,1.1,0.9,1.1,3.9
496,Nigel Williams-Goss\willini01,0.667,0.254,0,3.1,0.6,0.6,0.1,0.1,0.4
497,Zion Williamson\willizi01,0.418,0.62,0.9,27.4,7.5,2.2,0.7,0.4,22.1
498,D.J. Wilson\wilsodj01,0.852,0.487,0.3,9,2,0.7,0,0.2,3.1
499,Justise Winslow\winslju01,0.648,0.44,0,32,6.6,4,0.6,0.5,11.3
500,Christian Wood\woodch01,0.333,0.66,4,19.1,5.7,0.8,0.5,0.8,11.2
501,Delon Wright\wrighde01,0.6,0.554,3.5,21.1,3.8,3.4,1.1,0.3,7.3
502,Thaddeus Young\youngth01,0.345,0.511,1.2,24,4.7,1.7,1.2,0.3,9.7
503,Trae Young\youngtr01,0.268,0.599,5.1,35.2,4.4,9.2,1.2,0.1,29.7
504,Cody Zeller\zelleco01,0.333,0.563,2.8,23.1,7.1,1.5,0.7,0.5,11
505,Ante Žižić\zizican01,0.259,0.621,0.5,9.9,3.4,0.2,0.4,0.3,4.3
506,Ivica Zubac\zubaciv01,0.673,0.637,4.6,17.8,7,1.1,0.2,1,8
